name,state,region,city,latitude,longitude,cuisine,stars,min_price_EUR,max_price_EUR,url,foursquare_id,foursquare_name,foursquare_address
wilks,United Kingdom,United Kingdom,Bristol,51.46737,-2.6069899,Modern british,1,39,102,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,51792563f2e7ac4f1288d423,Wilks Restaurant,1B Chandos Rd
Bulrush,United Kingdom,United Kingdom,Bristol,51.46278,-2.597758,Modern british,1,39,69,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,579a5816498ea6566b9c009f,Bulrush,21 Cotham Road South
Casamia,United Kingdom,United Kingdom,Bristol,51.447254,-2.5940728,Creative,1,55,136,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,56cd8b72cd1049f19d5b5414,Casamia,"The General, Guinea St"
Paco Tapas,United Kingdom,United Kingdom,Bristol,51.44647,-2.59358,Spanish,1,23,58,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,584070fad8b0ed6124f42efe,Paco Tapas,3a Lower Guinea Street
Pony & Trap,United Kingdom,United Kingdom,Chew Magna,51.34938,-2.5925994,Modern british,1,31,75,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,4c40c6d1ff711b8d9aeb1005,Pony And Trap Inn,"Chew Magna, Knowle Hill"
The Dining Room,United Kingdom,United Kingdom,Malmesbury,51.58376,-2.14954,Asian influences,1,110,145,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,5009a319e4b05322f0d7f8d3,The Dining Room,Whatley Manor
Bybrook,United Kingdom,United Kingdom,Castle Combe,51.49382,-2.23212,Modern british,1,87,110,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,4e95fc2430f8fb103cf81a07,The Bybrook,West St
Restaurant Hywel Jones by Lucknam Park,United Kingdom,United Kingdom,Colerne,51.45502000000001,-2.25941,Modern british,1,100,133,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,not found,not found,not found
Olive Tree,United Kingdom,United Kingdom,Bath,51.38707,-2.3627,Modern cuisine,1,38,98,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,4cf2c31be3b9a09357444653,Olive Tree Restaurant,Queensbury Hotel 4-7 Russel St.
Lympstone Manor,United Kingdom,United Kingdom,Lympstone,50.64069,-3.4186062999999995,Modern cuisine,1,55,179,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,594e2d040336931c7f265b8a,Lympstone Manor,Courtlands Ln
The Neptune,United Kingdom,United Kingdom,Hunstanton,52.9511,0.50927,Modern cuisine,1,71,92,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,4e63e2e362e13e3bcf4538fc,The Neptune,85 Old Hunstanton Rd
Elephant,United Kingdom,United Kingdom,Torquay,50.45853,-3.5243800000000003,Modern british,1,29,92,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,4c1923d6d4d9c928c683f029,The Elephant Restaurant & Brasserie,3-4 Beacon Terrace
Oxford Kitchen,United Kingdom,United Kingdom,Oxford,51.776733,-1.264794,Modern british,1,33,75,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,52d8655711d26f975822cf8a,The Oxford Kitchen,215 Banbury Rd.
Nut Tree,United Kingdom,United Kingdom,Murcott,51.83618,-1.1499,Traditional british,1,42,87,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,4c65c0717abde21e46a66168,Nut Tree Inn,Main St
Morston Hall,United Kingdom,United Kingdom,Morston,52.95473000000001,0.98729,Modern british,1,110,110,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,4be1de5a8dd062b56caa3e3c,Morston Hall,Holt
Red Lion Freehouse,United Kingdom,United Kingdom,East Chisenbury,51.2736,-1.8007996,Classic cuisine,1,27,69,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,4df0b0ed45ddbf3897d2f8e3,Red Lion Freehouse,East Chisenbury
Blackbird,United Kingdom,United Kingdom,Newbury,51.420887,-1.3493548999999998,Classic cuisine,1,33,64,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,4c262385136d20a14fb8e461,The Blackbird,United Kingdom
The Woodspeen,United Kingdom,United Kingdom,Newbury,51.415802,-1.353532,Modern cuisine,1,32,78,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,54541231498e21f359006053,The Woodspeen,Lambourn Road
The Coach,United Kingdom,United Kingdom,Marlow,51.571712,-0.7772678000000001,Modern british,1,25,39,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,54818da1498eaca733b41a50,The Coach,3 West St
Crown,United Kingdom,United Kingdom,Burchett's Green,51.524807,-0.7915291,Regional cuisine,1,27,48,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,55ee06c3498e57241c24acac,The Crown,Burchetts Green
L'Ortolan,United Kingdom,United Kingdom,Shinfield,51.40833,-0.9542898,French,1,48,121,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,4bc0c29b4cdfc9b65b6b9321,L'Ortolan,Church Lane (Shinfield)
Hinds Head,United Kingdom,United Kingdom,Bray,51.51265,-0.6964100000000001,Traditional british,1,34,110,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,4ac518c2f964a5201fa420e3,The Hinds Head,High St
Black Rat,United Kingdom,United Kingdom,Winchester,51.05796,-1.3069497,Modern cuisine,1,39,69,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,4b656bb1f964a52012f02ae3,The Black Rat Restaurant,88 Chesil St
Matt Worswick at The Latymer,United Kingdom,United Kingdom,Bagshot,51.35764,-0.7086128,Modern cuisine,1,56,121,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,4e5a86888877c8a76df40f49,Matthew Worswick @ The Latymer,Pennyhill Park Hotel (London Rd)
Coworth Park,United Kingdom,United Kingdom,Ascot,51.40463,-0.616715,Modern cuisine,1,40,127,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,4cc91bb4e7926dcb2d705a77,Coworth Park,Blacknest Road (London Rd)
Tony Parkin at The Tudor Room,United Kingdom,United Kingdom,Egham,51.41759,-0.545847,Modern cuisine,1,52,110,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,not found,not found,not found
The Glasshouse,United Kingdom,United Kingdom,Kew,51.4771,-0.28574,Modern cuisine,1,46,67,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,4bf189dbd39ad13a405baa0e,The Glasshouse,Station Parade (Kew Garden Station)
La Trompette,United Kingdom,United Kingdom,Chiswick,51.49222,-0.25619000000000003,Modern british,1,46,87,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,4ace28c8f964a520c8ce20e3,La Trompette,5-7 Devonshire Rd
Tim Allen's Flitch of Bacon,United Kingdom,United Kingdom,Little Dunmow,51.86747,0.404134,Modern british,1,37,81,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,50a948b290e70b659435892b,Flitch of Bacon Pub,The Street
River Café,United Kingdom,United Kingdom,Hammersmith,51.48395,-0.22423,Italian,1,78,110,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,4ac518d6f964a52036a820e3,River Café,"Thames Wharf, Rainville Rd (opp. Bowfell Rd)"
Kitchen W8,United Kingdom,United Kingdom,Kensington,51.49918,-0.19692,Modern cuisine,1,29,87,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,4aeb56cef964a52024c121e3,Kitchen W8,"11-13 Abingdon Rd, London"
Trishna,United Kingdom,United Kingdom,Marylebone,51.51834,-0.153031,Indian,1,29,81,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,4ace5b33f964a5200fd020e3,Trishna,15-17 Blandford St
Roganic,United Kingdom,United Kingdom,Marylebone,51.518314,-0.1520875,Creative british,1,40,98,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,4e09e7ab1838eb15af1281c9,Roganic,19 Blandford St.
Locanda Locatelli,United Kingdom,United Kingdom,Marylebone,51.51514,-0.15675,Italian,1,58,116,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,4ac518c4f964a52085a420e3,Locanda Locatelli,8 Seymour St
Texture,United Kingdom,United Kingdom,Marylebone,51.51488,-0.15664,Creative,1,33,134,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,4ac518e5f964a52005ab20e3,Texture,34 Portman St
Portland,United Kingdom,United Kingdom,Regent's Park,51.519726,-0.142555,Modern cuisine,1,34,80,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,4ad80a2cf964a5209d1021e3,Great Portland Street London Underground Station,Euston Rd
Harwood Arms,United Kingdom,United Kingdom,Fulham,51.48291,-0.19651,Modern british,1,38,58,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,4b3a54aff964a520cc6425e3,Harwood Arms,Walham Grove
Pied à Terre,United Kingdom,United Kingdom,Bloomsbury,51.519,-0.13510999999999998,Creative,1,49,168,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,4ac518d7f964a5206da820e3,Pied à Terre,34 Charlotte St
The Ninth,United Kingdom,United Kingdom,Bloomsbury,51.51875,-0.1350068,Mediterranean cuisine,1,32,68,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,56563c7b498ea8fe518d6b38,The Ninth,22 Charlotte St
Kai,United Kingdom,United Kingdom,Mayfair,51.50871,-0.15162,Chinese,1,44,335,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,4ac518dcf964a5204aa920e3,Kai,65 South Audley St
Pollen Street Social,United Kingdom,United Kingdom,Mayfair,51.5133,-0.14234000000000002,Creative,1,42,98,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,4d3df7635f5488bfc2d546e6,Pollen Street Social,8-10 Pollen St
Hakkasan Mayfair,United Kingdom,United Kingdom,Mayfair,51.51037,-0.14475,Chinese,1,37,139,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,4cf9619bee9cb60c7bc883ad,Hakkasan,17 Bruton St
The Square,United Kingdom,United Kingdom,Mayfair,51.51069,-0.14401,Creative french,1,42,127,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,5255f4e011d2949f0efebb47,The Square Mile | City of London,Greater London
Alyn Williams at The Westbury,United Kingdom,United Kingdom,Mayfair,51.51118,-0.14303,Modern cuisine,1,40,104,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,4f43fe4ae4b05b69c84c7e40,Alyn Williams at the Westbury,37 Conduit St
Benares,United Kingdom,United Kingdom,Mayfair,51.50973,-0.14494,Indian,1,33,113,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,4ac518bff964a52047a320e3,Benares,12a Berkeley Square House (Berkeley Sq)
Hakkasan Hanway Place,United Kingdom,United Kingdom,Bloomsbury,51.5171,-0.13144,Chinese,1,40,156,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,4ac518e6f964a52028ab20e3,Hakkasan,8 Hanway Pl
Social Eating House,United Kingdom,United Kingdom,Soho,51.51383,-0.13673,Modern cuisine,1,32,78,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,51707de4498e18e7cfbcd08c,Social Eating House,58 Poland St
Galvin at Windows,United Kingdom,United Kingdom,Mayfair,51.50539000000001,-0.15039,Modern cuisine,1,42,138,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,50ca02c7245f2d4aa8c2ca06,Galvin at Windows,22 Park Ln
Murano,United Kingdom,United Kingdom,Mayfair,51.50707,-0.14722000000000002,Italian,1,37,121,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,4ba15f61f964a5202db137e3,Murano,20 Queen St (Curzon St)
Marcus,United Kingdom,United Kingdom,Belgravia,51.50171,-0.15614,Modern cuisine,1,52,156,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,4ae35485f964a520879321e3,Marcus,"The Berkeley, Wilton Place"
Sabor,United Kingdom,United Kingdom,Mayfair,51.511368,-0.1396773,Spanish,1,40,69,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,5a72fc8bd4cc987ee9c81991,Sabor,35-37 Heddon St
Clock House,United Kingdom,United Kingdom,Ripley,51.30044,-0.49287,Modern cuisine,1,46,104,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,5ce93346fb8e59002c4074d0,The Clock House,High Street
Yauatcha Soho,United Kingdom,United Kingdom,Soho,51.51367,-0.1352,Chinese,1,33,83,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,4ac518bff964a52034a320e3,Yauatcha,15-17 Broadwick St (Berwick St)
Céleste,United Kingdom,United Kingdom,Belgravia,51.502422,-0.15226170000000006,Creative french,1,45,116,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,4ac518baf964a520d1a120e3,Céleste,The Lanesborough (Hyde Park Corner)
Gymkhana,United Kingdom,United Kingdom,Mayfair,51.50854,-0.14154,Indian,1,32,104,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,507adfb2e4b01dd03562342d,Indian Gymkhana Club,United Kingdom
Amaya,United Kingdom,United Kingdom,Belgravia,51.49912,-0.15730999999999998,Indian,1,46,91,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,4ac518dff964a52004aa20e3,Amaya Restaurant,Halkin Arcade (Motcomb Street)
Pétrus,United Kingdom,United Kingdom,Belgravia,51.49951,-0.15662,French,1,52,145,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,4bb375f8715eef3b885786bb,Pétrus,1 Kinnerton St
Veeraswamy,United Kingdom,United Kingdom,Mayfair,51.51008,-0.13809000000000002,Indian,1,42,87,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,4c76d039923ba1431a1b65e6,Veeraswamy,"Victory House, 99 Regent Street (at Swallow St)"
Barrafina,United Kingdom,United Kingdom,Soho,51.51375,-0.1318,Spanish,1,23,46,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,4ac518e7f964a52036ab20e3,Barrafina,26-27 Dean St
Hide,United Kingdom,United Kingdom,Mayfair,51.50607700000001,-0.144289,Modern british,1,44,133,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,5ad5f0c16bd36b5bb49742e8,Hide Ground,85 Piccadilly
Ritz Restaurant,United Kingdom,United Kingdom,Westminster,51.50728,-0.14140999999999998,Modern british,1,68,162,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,4ac518c0f964a52076a320e3,The Ritz Restaurant,150 Piccadilly
Elystan Street,United Kingdom,United Kingdom,Chelsea,51.49124000000001,-0.16724,Modern british,1,34,97,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,5815ec2238fa862eaf4dd366,Elystan Street,43 Elystan St
Seven Park Place,United Kingdom,United Kingdom,Saint James's,51.50623,-0.13998,Modern cuisine,1,32,110,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,4faec53de4b03b805518b6f2,Seven Park Place,7-8 Park Pl
Ikoyi,United Kingdom,United Kingdom,Saint James's,51.509212,-0.1334389,Creative,1,40,116,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,596e6459acb00b400da00fb7,Ikoyi London,1 Saint James's Market
Aquavit,United Kingdom,United Kingdom,Saint James's,51.508713,-0.1334072,Scandinavian,1,54,176,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082,5834983c739d8554fbc51d09,Aquavit,1 Carlton St
Five Fields,United Kingdom,United Kingdom,Chelsea,51.49168,-0.16124000000000002,Modern cuisine,1,75,110,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,519e61c1498ef213107bfb14,The Five Fields,8-9 Blacklands Terrace (Culford Gardens)
Dining Room at The Goring,United Kingdom,United Kingdom,Victoria,51.49763,-0.14556,Traditional british,1,60,74,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring,4ac518d9f964a5209ba820e3,The Goring Dining Room,15 Beeston Pl
St John,United Kingdom,United Kingdom,Clerkenwell,51.52064,-0.10133,Traditional british,1,41,58,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,4ad5c5cef964a5206f0321e3,St. John Bar and Restaurant,26 St. John St
Quilon,United Kingdom,United Kingdom,Victoria,51.49863,-0.13726,Indian,1,35,98,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,4ac518ddf964a5208aa920e3,Quilon,41 Buckingham Gate
Club Gascon,United Kingdom,United Kingdom,London,51.51857,-0.10031,French,1,40,127,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,4ac518d6f964a5201ea820e3,Club Gascon,57 West Smithfield
A. Wong,United Kingdom,United Kingdom,Victoria,51.49318,-0.14128,Chinese,1,27,110,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong,50ba417fe4b0e015e54bf9bf,A Wong,70 Wilton Rd
The Clove Club,United Kingdom,United Kingdom,Shoreditch,51.52711,-0.07927000000000001,Modern cuisine,1,75,168,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,5127d8e5e4b0e1bb8f9ca805,The Clove Club,380 Old St
Leroy,United Kingdom,United Kingdom,Shoreditch,51.524086,-0.0815337,Modern british,1,25,53,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,5ab43df0f5e9d758514a0f06,Leroy,18 Phipp St
Angler,United Kingdom,United Kingdom,Finsbury,51.51894,-0.08625,Seafood,1,41,87,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235,50237f538055249578a0f772,Angler Rooftop Restaurant and Terrace,South Place Hotel (at 3 South Pl)
Brat,United Kingdom,United Kingdom,Shoreditch,51.52427,-0.0767681,Traditional british,1,29,75,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat,5ab57aa175a6ea024c652ef6,Brat,4 Redchurch St
Lyle's,United Kingdom,United Kingdom,Shoreditch,51.52378,-0.07704,Modern british,1,40,68,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,534d8c8d498efe2b11ce5473,Lyle's,56 Shoreditch High St
Galvin La Chapelle,United Kingdom,United Kingdom,Spitalfields,51.52032,-0.0781,French,1,44,89,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,4b50c44bf964a520883127e3,Galvin La Chapelle,35 Spital Square
City Social,United Kingdom,United Kingdom,City of London,51.51521,-0.08431,Modern cuisine,1,52,105,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social,5356da94498eb1a307762104,City Social,Tower 42 (25 Old Broad St)
La Dame de Pic,United Kingdom,United Kingdom,City of London,51.510372,-0.07889810000000001,Modern french,1,48,132,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,5896239e3bd4ab768ab1992b,La Dame de Pic,10 Trinity Square
Story,United Kingdom,United Kingdom,Bermondsey,51.50268,-0.07774,Modern cuisine,1,116,168,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,516803b445b0b8bf1182fd81,Restaurant Story,201 Tooley St
Trinity,United Kingdom,United Kingdom,Clapham Common,51.46336,-0.14148,Modern cuisine,1,46,81,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,4b4cbb25f964a5203dbc26e3,Trinity,4 The Polygon
Chez Bruce,United Kingdom,United Kingdom,Wandsworth,51.44607,-0.16552999999999998,French,1,46,66,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce,4ac518d6f964a52039a820e3,Chez Bruce,2 Bellevue Rd
Sorrel,United Kingdom,United Kingdom,Dorking,51.228825,-0.3346741,Modern british,1,52,110,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,59fa2a0635811b56e9cecf01,Sorrel,77 South Street
Restaurant Tristan,United Kingdom,United Kingdom,Horsham,51.062347,-0.326034,Modern british,1,34,104,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,4db89243b3dc963f9acdf1bc,Restaurant Tristan,3 Stans Way
Gravetye Manor,United Kingdom,United Kingdom,Gravetye,51.08932,-0.05691,Modern british,1,55,110,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,4ac518b8f964a5206da120e3,Gravetye Manor Hotel,Vowels Ln
The Sportsman,United Kingdom,United Kingdom,Seasalter,51.34392,0.95885,Modern british,1,48,81,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,4b72cb3df964a520fb882de3,Sportsman,Faversham Rd
West House,United Kingdom,United Kingdom,Biddenden,51.11521,0.64215,Modern british,1,33,75,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,4ef661e2e5e83430ad24c095,The West House,28 High Street
Fordwich Arms,United Kingdom,United Kingdom,Fordwich,51.295284,1.1261871,Modern cuisine,1,40,110,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,4c41a6fdff711b8d75361205,Fordwich Arms,Fordwich
Samphire,United Kingdom,United Kingdom,Saint Helier/Saint-Hélier,49.18488,-2.1057,Modern cuisine,1,33,81,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,5b81987489b06a002c159ef2,Samphire,Dom Street
Bohemia,United Kingdom,United Kingdom,Saint Helier/Saint-Hélier,49.181225,-2.102417,Modern cuisine,1,40,121,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia,4bca2360511f9521ff22afc7,Bohemia,St Helier
SENNS.Restaurant,Austria,Austria,Salzburg,47.83636,13.06389,Creative,2,99,185,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,54fecf09498ef41b01b4acd7,SENNS.Restaurant,"Söllheimerstraße 16, Objekt 6"
Ikarus,Austria,Austria,Salzburg,47.79536,13.00695,Creative,2,58,190,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,4dac38c86e81162ae7fcd4e1,Ikarus Restaurant - Hangar 7,Wilhelm-Spazier-Str. 7a
Mraz & Sohn,Austria,Austria,Wien,48.23129,16.37637,Creative,2,140,140,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,4b058896f964a5203dcf22e3,Mraz & Sohn,Wallensteinstraße 59
Konstantin Filippou,Austria,Austria,Wien,48.21056,16.37996,Modern cuisine,2,37,185,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,51499a17e4b00d7f74f67130,Konstantin Filippou,Dominikanerbastei (Auwinkel)
Silvio Nickol Gourmet Restaurant,Austria,Austria,Wien,48.20558,16.376929999999998,Modern cuisine,2,116,195,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,4e344a4dc65b2313e280f2da,Gourmetrestaurant Silvio Nickol,Coburgbastei 4
Steirereck im Stadtpark,Austria,Austria,Wien,48.20229000000001,16.3805,Creative,2,68,165,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,4bbc2af4e5b0d13a63026f7c,Steirereck,Am Heumarkt 2A
Baumé,United States of America,California,South San Francisco,37.4285,-122.14272,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,4b5ff1d0f964a52057d129e3,Baumé,201 S California Ave (at Park Blvd)
Commis,United States of America,California,San Francisco,37.82476,-122.25505,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,4a62552cf964a520cac31fe3,Commis,3859 Piedmont Ave (btw Rio Vista & Montell)
Californios,United States of America,California,San Francisco,37.75555,-122.417145,Mexican,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,54a209ff498e56a9c65ec972,Californios,3115 22nd St (btwn Capp St & S Van Ness Ave)
Lazy Bear,United States of America,California,San Francisco,37.760204,-122.41969,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,4e486864b0fb93df27242931,Lazy Bear,3416 19th St (at San Carlos)
Saison,United States of America,California,San Francisco,37.76327,-122.41543,Californian,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,5092f1a0183f33bd8b7416e2,Saison,178 Townsend St
Campton Place,United States of America,California,San Francisco,37.78923,-122.40665,Indian,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,4bb23718715eef3b89ec84bb,Taj Campton Place,340 Stockton St (Sutter St)
Coi,United States of America,California,San Francisco,37.79812,-122.40331,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,49daac09f964a520a25e1fe3,Coi,373 Broadway (at Bartol)
Acquerello,United States of America,California,San Francisco,37.79167,-122.42131,Italian,2,67,135,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,3fd66200f964a52013ed1ee3,Acquerello,1722 Sacramento St (btwn Polk & Van Ness Ave)
Urasawa,United States of America,California,Los Angeles,34.067352,-118.40067,Japanese,2,67,135,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,4afb15a6f964a520031b22e3,Urasawa,218 N Rodeo Dr
Sushi Ginza Onodera,United States of America,California,Los Angeles,34.08238,-118.37654,Japanese,2,90,403,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,5849c5afd8f3e90bf9295765,Sushi Ginza Onodera,609 N La Cienega Blvd
Somni,United States of America,California,Los Angeles,34.070095,-118.37649,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,5a9f8c3667f62b7865c046fb,Somni,"Los Angeles, CA 90048"
Providence,United States of America,California,Los Angeles,34.083523,-118.33019,Seafood,2,67,135,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,4a09f060f964a52074741fe3,Providence,5955 Melrose Ave
n/naka,United States of America,California,Los Angeles,34.02526,-118.41206,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,4d8561f28de9721ee64e4651,N/Naka,3455 Overland Ave
Vespertine,United States of America,California,Los Angeles,34.024204,-118.38166,Contemporary,2,67,135,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,5952e6be1c0b344b38c45197,Vespertine,3599 Hayden Ave.
Smyth,United States of America,Chicago,Chicago,41.885,-87.660736,Contemporary,2,86,203,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,57c052b6498e34ec2381cae3,Smyth,177 N Ada St
Oriole,United States of America,Chicago,Chicago,41.88619600000001,-87.64513000000002,Contemporary,2,135,194,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,56e1a0f2498efd02924637aa,Oriole,661 W. Walnut St.
Acadia,United States of America,Chicago,Chicago,41.85904,-87.62562,Contemporary,2,67,135,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,4edfec742c5bb0e03e446a40,Acadia,1639 S Wabash Ave (btwn E 16th St & E 18th St)
