name,state,region,city,latitude,longitude,cuisine,stars,min_price_EUR,max_price_EUR,url,foursquare_id,foursquare_name,foursquare_address
Uncle Boons,United States of America,New York City,New York,40.721203,-73.99441,Thai,1,37,56,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,516863b1011ca6684e37a88f,Uncle Boons,7 Spring St (btwn Bowery & Elizabeth St)
Noda,United States of America,New York City,New York,40.74497,-73.988075,Japanese,1,226,226,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,5a3db9fc031320556fa4c9a5,Noda,6 W 28th St
Gramercy Tavern,United States of America,New York City,New York,40.73849000000001,-73.98868,Contemporary,1,36,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,3fd66200f964a520aee91ee3,Gramercy Tavern,42 E 20th St (btwn Broadway & Park Ave)
The Clocktower,United States of America,New York City,New York,40.7414,-73.987595,Contemporary,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,554be936498e2dcf8fca58a5,The Clocktower,5 Madison Ave (E 24th St)
Ai Fiori,United States of America,New York City,New York,40.75013,-73.98357,Italian,1,48,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,4ccc32e997d0224bff415eb8,Ai Fiori,400 5th Ave Ph 2 (at W 36th St)
Casa Mono,United States of America,New York City,New York,40.73595,-73.98706,Spanish,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,457ebe82f964a5203e3f1fe3,Casa Mono,52 Irving Pl (btwn E 17th & E 18th St)
Jewel Bako,United States of America,New York City,New York,40.72713,-73.98928000000002,Japanese,1,45,145,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,41fd7500f964a5204a1f1fe3,Jewel Bako,239 E 5th St (btwn 2nd & 3rd Ave)
The River Café,United States of America,New York City,New York,40.703613,-73.99477399999998,Contemporary,1,48,158,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,3fd66200f964a520efe81ee3,The River Café,1 Water St (at Brooklyn Bridge)
Bar Uchū,United States of America,New York City,New York,40.72191,-73.99003,Japanese,1,90,231,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,590ba0a69b04736a453f901a,Uchu,217 Eldridge St (Stanton Street)
Café China,United States of America,New York City,New York,40.749973,-73.98228,Chinese,1,27,58,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,4e3484038877beb5e9a22a0b,Café China,13 E 37th St (btwn 5th Ave & Madison Ave)
Kanoyama,United States of America,New York City,New York,40.73071,-73.98655,Japanese,1,45,68,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,47584792f964a520ca4c1fe3,Kanoyama,175 2nd Ave (at E 11th St)
Contra,United States of America,New York City,New York,40.719917,-73.98921999999997,Contemporary,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,50234a5ae4b0e5018836a116,Contra,138 Orchard St (at Rivington St)
Atomix,United States of America,New York City,New York,40.744408,-73.98292,Korean,1,185,185,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,5b08ede88e886a002c2e85d8,Atomix,104 E 30th St (btwn Park Ave S & Lexington Ave)
Kyo Ya,United States of America,New York City,New York,40.7266,-73.98526,Japanese,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,47af5dd2f964a5209f4d1fe3,Kyo Ya,94 E 7th St (btwn 1st Ave & Ave A)
Kajitsu,United States of America,New York City,New York,40.72776,-73.98428,Japanese,1,87,115,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,4a99b4f4f964a520f62f20e3,Kajitsu,125 E 39th St (btwn Park & Lexington Ave)
Agern,United States of America,New York City,New York,40.75234,-73.9775,Scandinavian,1,36,140,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,570676f3498ec37c545c23f2,Agern,89 E 42nd St
Caviar Russe,United States of America,New York City,New York,40.760685,-73.97355,Contemporary,1,86,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,4c66ec929cb82d7fb11492d2,Caviar Russe,538 Madison Ave (60 E 55th St)
Tuome,United States of America,New York City,New York,40.724194,-73.9828,Fusion,1,22,45,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,53e80aae498ecbb68d4c572b,Tuome,536 E 5th St (btwn Avenue A & B)
Tempura Matsui,United States of America,New York City,New York,40.74839,-73.97474,Japanese,1,36,208,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,559cbaa6498eaa4e8d884811,Tempura Matsui,222 E 39th St (btwn Tunnel Exit St & 2nd Ave)
Sushi Yasuda,United States of America,New York City,New York,40.75108,-73.97364,Japanese,1,135,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,450972f5f964a5203d391fe3,Sushi Yasuda,204 E 43rd St (at 3rd Ave)
Sushi Amane,United States of America,New York City,New York,40.75133,-73.971725,Japanese,1,135,226,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,5984d3ec123a1911378dafb8,sushi AMANE,245 E 44th St
Café Boulud,United States of America,New York City,New York,40.77439,-73.96414,French,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,3fd66200f964a5207fe91ee3,Café Boulud,20 E 76th St (btwn 5th & Madison Ave)
Claro,United States of America,New York City,New York,40.677395,-73.98615,Mexican,1,22,45,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,59a0db671108ba0bf2a4874f,Claro,284 3rd Ave (betw. Carroll St. & President St.)
Satsuki,United States of America,New York City,New York,40.801243,-73.95187,Japanese,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,595d79499ec399064a4db787,Satsuki,"114 W 47th St, New York, NY 10036 (6th Avenue)"
Sushi Noz,United States of America,New York City,New York,40.77384,-73.958275,Japanese,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,5a8c6e6fb6b04b2d4e648ccb,Sushi Noz,181 E 78th St
Sushi Inoue,United States of America,New York City,New York,40.810448,-73.943726,Japanese,1,135,362,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,55d4d1a8498ef1cf96fed351,Sushi Inoue,381 Malcolm X Blvd Suite A (W 129th St)
Meadowsweet,United States of America,New York City,New York,40.710354,-73.96316999999998,Mediterranean,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,53a1a98c498e019a787752d7,Meadowsweet,149 Broadway (at Bedford Ave)
Casa Enrique,United States of America,New York City,New York,40.743492,-73.95425,Mexican,1,27,54,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,4f62afe7e4b09b9cd8b354f6,Casa Enrique,5-48 49th Ave (at Vernon Blvd)
Peter Luger,United States of America,New York City,New York,40.70986,-73.96263,Steakhouse,1,67,135,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,3fd66200f964a5209beb1ee3,Peter Luger Steak House,178 Broadway (at Driggs Ave)
Oxomoco,United States of America,New York City,New York,40.730057,-73.95538,Mexican,1,45,67,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,5ae8ed8eb3c961002b3360da,Oxomoco,128 Greenpoint ave (Manhattan Ave)
The Finch,United States of America,New York City,New York,40.68704,-73.96297,American,1,45,90,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,527ec6dc11d2d329c69adcee,The Finch,212 Greene Ave (btwn Grand Ave & Cambridge Pl)
Faro,United States of America,New York City,New York,40.707584,-73.923035,American,1,22,104,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,5512fb23498eafd611fffff1,Faro,436 Jefferson St (btwn Wyckoff & St. Nicholas Ave)
Senses,Poland,Poland,Warszawa,52.244583,21.005886,Modern cuisine,1,75,129,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,53374ff5498e2c42491f679d,Senses,Bielańska 12
atelier Amaro,Poland,Poland,Warszawa,52.21708,21.03768,Modern cuisine,1,35,98,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,5c5e02d4c0cacb002c1e6b0d,Atelier Amaro,Placu Trzech Krzyzy 10/14
Aniar,Ireland,Ireland,Gaillimh/Galway,53.27112,-9.057078,Creative,1,75,105,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,4f526635e4b023845e58abeb,Aniar,53 Lwr Dominick St
Loam,Ireland,Ireland,Gaillimh/Galway,53.27384,-9.044447,Creative,1,55,99,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,54d12114498eb1b40b5225db,Loam,"Geata Na Cathrach, Fairgreen Rd"
Wild Honey Inn,Ireland,Ireland,Lios Dúin Bhearna/Lisdoonvarna,53.03151,-9.2911,Classic cuisine,1,50,60,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,4bded9ed6198c9b6d70c15ff,Wild Honey Inn,Kincora Rd
Chestnut,Ireland,Ireland,Ballydehob,51.562588,-9.460854,Modern cuisine,1,60,85,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,5ce58d9b06fb60002cb3e765,The Chestnut,Stabal Hill
Mews,Ireland,Ireland,Baltimore,51.48285,-9.37234,Modern cuisine,1,95,95,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,577feba5498e3d3cc727fedf,Mews,Ireland
Ichigo Ichie,Ireland,Ireland,Corcaigh/Cork,51.898167,-8.479933,Japanese,1,120,135,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,5b049eb24acb19002cc4dbe1,Ichigo Ichie,Cork
Chapter One,Ireland,Ireland,City Centre,53.354374,-6.263786,Modern cuisine,1,42,115,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,4ade0f31f964a5206c7121e3,Chapter One,18-19 Parnell Sq
Greenhouse,Ireland,Ireland,City Centre,53.340042,-6.258506,Modern cuisine,1,52,179,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,4f74aca1e4b08bf0dbde7d5f,The Greenhouse,Dawson St
L'Ecrivain,Ireland,Ireland,City Centre,53.33626999999999,-6.24834,Modern cuisine,1,37,115,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,4ade0f31f964a5206d7121e3,L'Ecrivain,109A Lwr Baggot St
Campagne,Ireland,Ireland,Cill Chainnigh/Kilkenny,52.6559,-7.2464285,Modern british,1,38,60,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,4b62b19bf964a520444f2ae3,Campagne,"5 The Arches, Gas House Ln"
Liath,Ireland,Ireland,Blackrock,53.30143,-6.177574,Modern cuisine,1,58,96,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,56bf8ca5cd10e13a7eb2a99b,Liath,"Blackrock Market, Main St"
Lady Helen,Ireland,Ireland,Baile Mhic Andáin/Thomastown,52.526096,-7.188277,Modern cuisine,1,75,115,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,557c4f46498ee12e6443cfad,Lady Helen Restaurant,Mount Juliet House
House,Ireland,Ireland,Aird Mhór/Ardmore,51.94777,-7.713539599999999,Modern cuisine,1,88,110,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,4bca2873937ca593b845a792,Cliff House Hotel,Middle Rd
Olympe,Brazil,Rio de Janeiro,Rio de Janeiro,-22.96109,-43.20658,French,1,38,99,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,4b058725f964a520178222e3,Olympe,"R. Custódio Serrão, 62"
Lasai,Brazil,Rio de Janeiro,Rio de Janeiro,-22.95401,-43.19557,Modern,1,64,75,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,532b0e7f498e5c7282c39c57,Lasai,"R. Cde. de Irajá, 191"
Oteque,Brazil,Rio de Janeiro,Rio de Janeiro,-22.95747,-43.194424,Modern,1,75,75,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,5a7cd29916fa04138f1b70d3,Oteque,"R. Cde. de Irajá, 581 (R. Vde. de Silva)"
Mee,Brazil,Rio de Janeiro,Rio de Janeiro,-22.96764,-43.17925,Asian influences,1,26,85,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,52fbeeff498ecff133e7a7ba,MEE,Belmond Copacabana Palace
Cipriani,Brazil,Rio de Janeiro,Rio de Janeiro,-22.96755,-43.17901,Italian,1,48,92,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,50cd1b3ae4b0d07027ea3f3e,Cipriani Restaurante,Belmond Copacabana Palace
Jun Sakamoto,Brazil,Sao Paulo,São Paulo,-23.56318,-46.67737,Japanese,1,36,80,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,4b6f2822f964a520e0e02ce3,Jun Sakamoto,"R. Lisboa, 55"
Maní,Brazil,Sao Paulo,São Paulo,-23.56621,-46.67974,Creative,1,27,103,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,4b68af28f964a520f2862be3,Maní,"R. Joaquim Antunes, 210 (Av. Rebouças)"
Evvai,Brazil,Sao Paulo,São Paulo,-23.567078,-46.679146,Modern,1,26,58,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,59530ea50d2be758fdff216b,Evvai,"R. Joaquim Antunes, 108"
Picchi,Brazil,Sao Paulo,São Paulo,-23.565063,-46.666767,Italian,1,34,92,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,542588ad498e31ae958ebc29,Picchi,"Rua Oscar Freire, 533"
Kosushi,Brazil,Sao Paulo,São Paulo,-23.58522,-46.6809,Japanese,1,17,41,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,4b6ec721f964a52030ca2ce3,Kosushi,"R. Viradouro, 139 (R. Iguatemi)"
Ryo Gastronomia,Brazil,Sao Paulo,São Paulo,-23.58132,-46.6767,Japanese,1,33,57,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,57c87d94498e289da513bbf9,Ryo Gastronomia,"R. Pedroso Alvarenga, 665"
Tangará Jean-Georges,Brazil,Sao Paulo,São Paulo,-23.634005,-46.72428,Modern,1,41,114,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,590b1d581fa7633d6d5204c1,Tangará Jean-Georges,Palácio Tangará
Kinoshita,Brazil,Sao Paulo,São Paulo,-23.59159,-46.67146,Japanese,1,38,79,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,4b9fad38f964a520fc3337e3,Kinoshita,"R. Jacques Félix, 405 (R. Domingos Fernandes)"
Kan Suke,Brazil,Sao Paulo,São Paulo,-23.5684,-46.64936,Japanese,1,26,70,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,51c8d4c4498e038a3c2f81fc,Kan Suke,"R. Manoel da Nóbrega, 76 (Loja 12)"
Huto,Brazil,Sao Paulo,São Paulo,-23.60882,-46.6598,Japanese,1,39,64,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,4b5a0eb2f964a52089aa28e3,Huto Restaurante,"Av. Jandira, 677"
Stay,South Korea,South Korea,Seoul,37.513004,127.10257,French contemporary,1,45,156,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,58d6536dd60c8b1a6cb5afac,Stay (스테이),송파구 올림픽로 300
Lee Jong Kuk 104,South Korea,South Korea,Seoul,37.592903,126.997284,Korean,1,117,391,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,not found,not found,not found
Hansikgonggan,South Korea,South Korea,Seoul,37.577705,126.98852,Korean,1,46,93,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,5a1f8f8ebfc6d029235eb304,Hansik Gonggan (한식공간),종로구 율곡로 83
Dining in Space,South Korea,South Korea,Seoul,37.57761,126.98845,French contemporary,1,58,117,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,543cf7f9498e0d5e656fe782,Dining in Space,종로구 율곡로 83
Exquisine,South Korea,South Korea,Seoul,37.52104600000001,127.049736,Innovative,1,39,78,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,58231cec6a80ef616d7ed480,exquisine,강남구 삼성로140길 6
Dosa,South Korea,South Korea,Seoul,37.52445,127.04441,Innovative,1,39,101,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,5726f882498e0c9c73b4e1c3,DOSA by 백승욱 (도사),강남구 도산대로67길 7
Muoki,South Korea,South Korea,Seoul,37.518963,127.04217,Innovative,1,46,97,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,59d1bbab0fe7a041b336690e,MUOKI (무오키),강남구 학동로55길 12-12
Yu Yuan,South Korea,South Korea,Seoul,37.57045,126.97534,Chinese,1,46,211,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,561ba4cc498ea95ec1f7a428,Yu Yuan (유유안),종로구 새문안로 97
Bicena,South Korea,South Korea,Seoul,37.5384,127.00135,Korean,1,54,148,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,50724a70e4b07e6d8928ad52,BICENA (비채나),송파구 올림픽로 300 81층
Mosu,South Korea,South Korea,Seoul,37.53641500000001,126.99934,Innovative,1,187,187,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,59fc2bad2a7ab640b4974899,Mosu (모수),이태원로55가길 45
Poom,South Korea,South Korea,Seoul,37.54903,126.98341,Korean,1,63,180,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,4c401d8ca5c5ef3b49ddaf6f,POOM Seoul (품 서울),용산구 두텁바위로60길 49
Soigné,South Korea,South Korea,Seoul,37.49816,127.002,Innovative,1,50,113,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,52bc0d6011d243679594d635,SOIGNÉ (스와니예),서초구 반포대로39길 46
Table for Four,South Korea,South Korea,Seoul,37.49769000000001,126.99442,European contemporary,1,39,78,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,4ed0e7ea6da162f1bf0cfcc4,Table for 4,서초구 사평대로14길 11
Zero Complex,South Korea,South Korea,Seoul,37.49417,126.9948,Innovative,1,54,101,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,51ea5e27498ed007e49554e7,Zero Complex,서초구 동광로 113
Jin Jin,South Korea,South Korea,Seoul,37.55777,126.91324,Chinese,1,14,58,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,54ad0b75498ef7a42cdcb7ac,Jin Jin (진진),마포구 잔다리로 123
Gotgan,South Korea,South Korea,Seoul,37.52212,126.92022,Korean,1,117,234,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,567faa3a498e029da93ac524,Gotgan (사대부집 곳간),영등포구 여의대로 24
Hill Street Tai Hwa Pork Noodle,Singapore,Singapore,Singapore,1.3052,103.8624,Street food,1,3,6,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,4b80b8b3f964a5205a8830e3,Hill Street Tai Hwa Pork Noodle 吊桥头大华猪肉粿条 (Hill Street Tai Hwa Pork Noodle),"466 Crawford Ln, #01-12 (Tai Hwa Eating House)"
Putien (Kitchener Road),Singapore,Singapore,Singapore,1.30969,103.8573,Fujian,1,20,33,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,4b05880af964a520b0ad22e3,PARKROYAL on Kitchener Road,181 Kitchener Road
Chef Kang's,Singapore,Singapore,Singapore,1.304735,103.84955,Cantonese,1,53,80,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,55a4f65c498eb8d1df4c7031,Chef Kang's,25 Mackenzie Road
Garibaldi,Singapore,Singapore,Singapore,1.296564,103.855,Italian,1,26,152,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,4ece7d304fc68d9eb3f1b4d0,Garibaldi Italian Restaurant & Bar,36 Purvis Street #01-02
Summer Pavillion,Singapore,Singapore,Singapore,1.291284,103.8603,Cantonese,1,38,133,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,4c0f1a8c98102d7fd1d4e406,Summer Pavilion,"The Ritz-Carlton, Millenia Singapore (7 Raffles Avenue)"
Shinji (Bras Basah Road),Singapore,Singapore,Singapore,1.2959028,103.8539,Sushi,1,50,333,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,4c3d9956980320a12f2c8ce4,Bras Basah Road,Bras Basah Rd.
The Song of India,Singapore,Singapore,Singapore,1.310767,103.8353,Indian,1,24,99,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,4bcbe394511f9521e44db2c7,The Song Of India,33 Scotts Road
Lei Garden,Singapore,Singapore,Singapore,1.295228,103.8521,Cantonese,1,20,60,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,4b058813f964a5202db022e3,Lei Garden Restaurant 利苑酒家 (Lei Garden Restaurant),#01-24 Chijmes (30 Victoria Street)
Jaan by Kirk Westaway,Singapore,Singapore,Singapore,1.293184,103.8529,French contemporary,1,65,178,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,not found,not found,not found
Labyrinth,Singapore,Singapore,Singapore,1.2899688,103.8562,Innovative,1,52,118,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,52e93e8011d27b20ba7f5015,Labyrinth,8 Raffles Avenue #02-23
Cut,Singapore,Singapore,Singapore,1.2853268,103.8607,Steakhouse,1,66,233,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,4d41cbdb9fa82c0f9a8ab08a,CUT by Wolfgang Puck,Marina Bay Sands (10 Bayfront Ave)
Alma,Singapore,Singapore,Singapore,1.309123,103.834,European contemporary,1,26,131,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,556d8c5a498eb14953c6a33a,Alma by Juan Amador,Goodwood Park Hotel (22 Scotts Rd)
Béni,Singapore,Singapore,Singapore,1.3023790000000002,103.8366,French contemporary,1,58,172,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,55cd34d5498eecb77b312667,Béni,#02-37 Mandarin Gallery (333A Orchard Road)
Crystal Jade Golden Palace,Singapore,Singapore,Singapore,1.303244,103.8353,Chinese,1,33,100,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,4b245a6ef964a5205c6624e3,Crystal Jade Golden Palace,"#05-22, The Paragon (290 Orchard Road)"
Imperial Treasure Fine Teochew Cuisine (Orchard),Singapore,Singapore,Singapore,1.3032448,103.8349,Chinese,1,20,118,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,584407675da8f471f2afd5e0,Imperial Treasure Fine Teochew Cuisine,"#03-05, ION Orchard (2 Orchard Turn)"
Saint Pierre,Singapore,Singapore,Singapore,1.2857809999999998,103.8538,French contemporary,1,45,172,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,5739b9fb498ef7b7ad34bebc,Saint Pierre,#02-02B One Fullerton (1 Fullerton Road)
Sushi Ichi,Singapore,Singapore,Singapore,1.305105,103.8324,Sushi,1,66,286,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,4ebc857e7bebc23efa0d791f,Ginza Sushi Ichi,#01-04 Marriott Singapore Tang Plaza
Sushi Kimura,Singapore,Singapore,Singapore,1.3063718999999998,103.829475,Sushi,1,80,266,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,58778c8afb9d89734984a321,Sushi Kimura,390 Orchard Road #01-07 (Palais Renaissance)
Iggy's,Singapore,Singapore,Singapore,1.305986,103.8294,European contemporary,1,70,156,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,4c7360070e23b1f75e6620dc,Iggy's,The Hilton Hotel Level 3 (581 Orchard Road)
Braci,Singapore,Singapore,Singapore,1.287212,103.84949,Italian contemporary,1,36,133,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,57d95b77498e258079175b5b,Braci,Level 5/6 52 Boat Quay
Jiang-Nan Chun,Singapore,Singapore,Singapore,1.304937,103.8288,Cantonese,1,33,120,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,4c88743b0f3c236a9e2ff35c,Jiang-Nan Chun,Four Seasons Hotel (190 Orchard Blvd.)
Shinji (Tanglin Road),Singapore,Singapore,Singapore,1.305821,103.8257,Sushi,1,83,400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,4ca5c226a6e08cfa26a27394,Tanglin Road,Tanglin Rd
Corner House,Singapore,Singapore,Singapore,1.315121,103.8154,Innovative,1,52,178,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,53b67ff6498ed182152a0e25,Corner House,"E J H Corner House, Singapore Botanic Gardens (1 Cluny Road)"
Summer Palace,Singapore,Singapore,Singapore,1.3043848,103.825,Cantonese,1,32,166,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,4b058813f964a52038b022e3,Summer Palace,The Regent Hotel (1 Cuscaden Rd)
Nouri,Singapore,Singapore,Singapore,1.28086,103.84713,Innovative,1,50,160,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,59256e0228122f403d2959ab,Nouri,72 Amoy Street
Hawker Chan,Singapore,Singapore,Singapore,1.2824799999999998,103.8439,Street food,1,2,10,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,58269a8db39f9613c106bd10,Hawker Chan Hong Kong Soya Sauce Chicken Rice & Noodle,78 Smith Street
Burnt Ends,Singapore,Singapore,Singapore,1.280501,103.8418,Barbecue,1,33,166,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,516fde04e4b0b79e659e15eb,Burnt Ends,20 Teck Lim Road (Keong Saik Road)
Rhubarb,Singapore,Singapore,Singapore,1.279368,103.843,French contemporary,1,34,98,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,53f19f56498e0e41906037b9,Rhubarb Le Restaurant,3 Duxton Hill
Ma Cuisine,Singapore,Singapore,Singapore,1.27826,103.842,French,1,26,50,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,5a609a752e26800e5e44ffa4,Ma Cuisine,38 Craig Road
Candlenut,Singapore,Singapore,Singapore,1.2797709,103.8402,Peranakan,1,13,85,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,51ac8480498ea50be4adfc36,Candlenut,17A Dempsey Rd
Bhoga,Sweden,Sweden,Göteborg,57.70618,11.9624,Creative,1,56,84,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,4f57ccb5e4b0c19b5e3af939,Bhoga,Norra Hamngatan 10 (Smedjegatan)
